lad19cd,date,cases
E08000003,2020-07-26,24.0
E08000004,2020-07-26,18.0
E08000005,2020-07-26,12.0
E08000006,2020-07-26,7.0
E08000007,2020-07-26,11.0
E08000008,2020-07-26,4.0
E08000009,2020-07-26,13.0
E08000010,2020-07-26,5.0
E08000011,2020-07-26,1.0
E08000012,2020-07-26,8.0
E08000013,2020-07-26,0.0
E08000014,2020-07-26,3.0
E08000015,2020-07-26,1.0
E08000032,2020-07-26,34.0
E08000033,2020-07-26,7.0
E08000034,2020-07-26,12.0
E06000006,2020-07-27,0.0
E06000007,2020-07-27,2.0
E06000008,2020-07-27,31.0
E06000009,2020-07-27,1.0
E06000049,2020-07-27,3.0
E06000050,2020-07-27,4.0
E07000027,2020-07-27,0.0
E07000029,2020-07-27,1.0
E07000031,2020-07-27,1.0
E07000037,2020-07-27,0.0
E07000117,2020-07-27,2.0
E07000118,2020-07-27,1.0
E07000119,2020-07-27,2.0
E07000120,2020-07-27,3.0
E07000121,2020-07-27,1.0
E07000122,2020-07-27,2.0
E07000123,2020-07-27,3.0
E07000124,2020-07-27,0.0
E07000125,2020-07-27,0.0
E07000126,2020-07-27,0.0
E07000127,2020-07-27,0.0
E07000128,2020-07-27,0.0
E07000163,2020-07-27,0.0
E07000165,2020-07-27,2.0
E07000166,2020-07-27,0.0
E08000001,2020-07-27,8.0
E08000002,2020-07-27,5.0
E08000003,2020-07-27,19.0
E08000004,2020-07-27,19.0
E08000005,2020-07-27,3.0
E08000006,2020-07-27,5.0
E08000007,2020-07-27,5.0
E08000008,2020-07-27,3.0
E08000009,2020-07-27,15.0
E08000010,2020-07-27,1.0
E08000011,2020-07-27,1.0
E08000012,2020-07-27,5.0
E08000013,2020-07-27,0.0
E08000014,2020-07-27,1.0
E08000015,2020-07-27,1.0
E08000032,2020-07-27,46.0
E08000033,2020-07-27,17.0
E08000034,2020-07-27,14.0
E06000006,2020-07-28,0.0
E06000007,2020-07-28,0.0
E06000008,2020-07-28,7.0
E06000009,2020-07-28,2.0
E06000049,2020-07-28,3.0
E06000050,2020-07-28,3.0
E07000027,2020-07-28,0.0
E07000029,2020-07-28,0.0
E07000031,2020-07-28,5.0
E07000037,2020-07-28,2.0
E07000117,2020-07-28,3.0
E07000118,2020-07-28,0.0
E07000119,2020-07-28,0.0
E07000120,2020-07-28,0.0
E07000121,2020-07-28,1.0
E07000122,2020-07-28,10.0
E07000123,2020-07-28,1.0
E07000124,2020-07-28,0.0
E07000125,2020-07-28,2.0
E07000126,2020-07-28,1.0
E07000127,2020-07-28,2.0
E07000128,2020-07-28,0.0
E07000163,2020-07-28,0.0
E07000165,2020-07-28,1.0
E07000166,2020-07-28,1.0
E08000001,2020-07-28,11.0
E08000002,2020-07-28,7.0
E08000003,2020-07-28,26.0
E08000004,2020-07-28,13.0
E08000005,2020-07-28,11.0
E08000006,2020-07-28,7.0
E08000007,2020-07-28,6.0
E08000008,2020-07-28,5.0
E08000009,2020-07-28,16.0
E08000010,2020-07-28,2.0
E08000011,2020-07-28,0.0
E08000012,2020-07-28,15.0
E08000013,2020-07-28,0.0
E08000014,2020-07-28,0.0
E08000015,2020-07-28,0.0
E08000032,2020-07-28,42.0
E08000033,2020-07-28,12.0
E08000034,2020-07-28,18.0
E06000006,2020-07-29,0.0
E06000007,2020-07-29,1.0
E06000008,2020-07-29,28.0
E06000009,2020-07-29,0.0
E06000049,2020-07-29,3.0
E06000050,2020-07-29,1.0
E07000027,2020-07-29,1.0
E07000029,2020-07-29,0.0
E07000031,2020-07-29,1.0
E07000037,2020-07-29,0.0
E07000117,2020-07-29,3.0
E07000118,2020-07-29,2.0
E07000119,2020-07-29,0.0
E07000120,2020-07-29,2.0
E07000121,2020-07-29,0.0
E07000122,2020-07-29,2.0
E07000123,2020-07-29,4.0
E07000124,2020-07-29,0.0
E07000125,2020-07-29,2.0
E07000126,2020-07-29,0.0
E07000127,2020-07-29,4.0
E07000128,2020-07-29,0.0
E07000163,2020-07-29,0.0
E07000165,2020-07-29,0.0
E07000166,2020-07-29,1.0
E08000001,2020-07-29,10.0
E08000002,2020-07-29,1.0
E08000003,2020-07-29,24.0
E08000004,2020-07-29,25.0
E08000005,2020-07-29,8.0
E08000006,2020-07-29,10.0
E08000007,2020-07-29,9.0
E08000008,2020-07-29,9.0
E08000009,2020-07-29,11.0
E08000010,2020-07-29,3.0
E08000011,2020-07-29,2.0
E08000012,2020-07-29,3.0
E08000013,2020-07-29,1.0
E08000014,2020-07-29,4.0
E08000015,2020-07-29,1.0
E08000032,2020-07-29,37.0
E08000033,2020-07-29,14.0
E08000034,2020-07-29,9.0
E06000006,2020-07-30,2.0
E06000007,2020-07-30,1.0
E06000008,2020-07-30,7.0
E06000009,2020-07-30,3.0
E06000049,2020-07-30,2.0
E06000050,2020-07-30,5.0
E07000027,2020-07-30,0.0
E07000029,2020-07-30,1.0
E07000031,2020-07-30,2.0
E07000037,2020-07-30,5.0
E07000117,2020-07-30,3.0
E07000118,2020-07-30,0.0
E07000119,2020-07-30,1.0
E07000120,2020-07-30,1.0
E07000121,2020-07-30,0.0
E07000122,2020-07-30,5.0
E07000123,2020-07-30,13.0
E07000124,2020-07-30,0.0
E07000125,2020-07-30,2.0
E07000126,2020-07-30,3.0
E07000127,2020-07-30,1.0
E07000128,2020-07-30,0.0
E07000163,2020-07-30,0.0
E07000165,2020-07-30,5.0
E07000166,2020-07-30,0.0
E08000001,2020-07-30,7.0
E08000002,2020-07-30,0.0
E08000003,2020-07-30,33.0
E08000004,2020-07-30,20.0
E08000005,2020-07-30,11.0
E08000006,2020-07-30,8.0
E08000007,2020-07-30,10.0
E08000008,2020-07-30,10.0
E08000009,2020-07-30,12.0
E08000010,2020-07-30,2.0
E08000011,2020-07-30,2.0
E08000012,2020-07-30,19.0
E08000013,2020-07-30,0.0
E08000014,2020-07-30,1.0
E08000015,2020-07-30,5.0
E08000032,2020-07-30,56.0
E08000033,2020-07-30,15.0
E08000034,2020-07-30,11.0
E06000006,2020-07-31,2.0
E06000007,2020-07-31,0.0
E06000008,2020-07-31,17.0
E06000009,2020-07-31,0.0
E06000049,2020-07-31,8.0
E06000050,2020-07-31,2.0
E07000027,2020-07-31,0.0
E07000029,2020-07-31,0.0
E07000031,2020-07-31,0.0
E07000037,2020-07-31,0.0
E07000117,2020-07-31,4.0
E07000118,2020-07-31,1.0
E07000119,2020-07-31,1.0
E07000120,2020-07-31,4.0
E07000121,2020-07-31,0.0
E07000122,2020-07-31,18.0
E07000123,2020-07-31,12.0
E07000124,2020-07-31,1.0
E07000125,2020-07-31,0.0
E07000126,2020-07-31,0.0
E07000127,2020-07-31,2.0
E07000128,2020-07-31,0.0
E07000163,2020-07-31,0.0
E07000165,2020-07-31,1.0
E07000166,2020-07-31,0.0
E08000001,2020-07-31,8.0
E08000002,2020-07-31,2.0
E08000003,2020-07-31,35.0
E08000004,2020-07-31,26.0
E08000005,2020-07-31,6.0
E08000006,2020-07-31,10.0
E08000007,2020-07-31,22.0
E08000008,2020-07-31,24.0
E08000009,2020-07-31,15.0
E08000010,2020-07-31,2.0
E08000011,2020-07-31,3.0
E08000012,2020-07-31,9.0
E08000013,2020-07-31,2.0
E08000014,2020-07-31,1.0
E08000015,2020-07-31,2.0
E08000032,2020-07-31,46.0
E08000033,2020-07-31,12.0
E08000034,2020-07-31,19.0
E06000006,2020-08-01,1.0
E06000007,2020-08-01,0.0
E06000008,2020-08-01,17.0
E06000009,2020-08-01,1.0
E06000049,2020-08-01,6.0
E06000050,2020-08-01,4.0
E07000027,2020-08-01,1.0
E07000029,2020-08-01,2.0
E07000031,2020-08-01,1.0
E07000037,2020-08-01,2.0
E07000117,2020-08-01,2.0
E07000118,2020-08-01,3.0
E07000119,2020-08-01,4.0
E07000120,2020-08-01,3.0
E07000121,2020-08-01,0.0
E07000122,2020-08-01,4.0
E07000123,2020-08-01,1.0
E07000124,2020-08-01,0.0
E07000125,2020-08-01,0.0
E07000126,2020-08-01,1.0
E07000127,2020-08-01,2.0
E07000128,2020-08-01,1.0
E07000163,2020-08-01,0.0
E07000165,2020-08-01,1.0
E07000166,2020-08-01,1.0
E08000001,2020-08-01,8.0
E08000002,2020-08-01,13.0
E08000003,2020-08-01,23.0
E08000004,2020-08-01,13.0
E08000005,2020-08-01,13.0
E08000006,2020-08-01,14.0
E08000007,2020-08-01,6.0
E08000008,2020-08-01,2.0
E08000009,2020-08-01,3.0
E08000010,2020-08-01,5.0
E08000011,2020-08-01,0.0
E08000012,2020-08-01,5.0
E08000013,2020-08-01,1.0
E08000014,2020-08-01,1.0
E08000015,2020-08-01,4.0
E08000032,2020-08-01,9.0
E08000033,2020-08-01,7.0
E08000034,2020-08-01,18.0
E06000006,2020-08-02,0.0
E06000007,2020-08-02,1.0
E06000008,2020-08-02,27.0
E06000009,2020-08-02,1.0
E06000049,2020-08-02,2.0
E06000050,2020-08-02,3.0
E07000027,2020-08-02,0.0
E07000029,2020-08-02,0.0
E07000031,2020-08-02,1.0
E07000037,2020-08-02,0.0
E07000117,2020-08-02,5.0
E07000118,2020-08-02,1.0
E07000119,2020-08-02,1.0
E07000120,2020-08-02,4.0
E07000121,2020-08-02,0.0
E07000122,2020-08-02,4.0
E07000123,2020-08-02,6.0
E07000124,2020-08-02,1.0
E07000125,2020-08-02,1.0
E07000126,2020-08-02,1.0
E07000127,2020-08-02,1.0
E07000128,2020-08-02,0.0
E07000163,2020-08-02,0.0
E07000165,2020-08-02,1.0
E07000166,2020-08-02,0.0
E08000001,2020-08-02,10.0
E08000002,2020-08-02,7.0
E08000003,2020-08-02,29.0
E08000004,2020-08-02,20.0
E08000005,2020-08-02,17.0
E08000006,2020-08-02,12.0
E08000007,2020-08-02,16.0
E08000008,2020-08-02,4.0
E08000009,2020-08-02,4.0
E08000010,2020-08-02,8.0
E08000011,2020-08-02,4.0
E08000012,2020-08-02,13.0
E08000013,2020-08-02,2.0
E08000014,2020-08-02,2.0
E08000015,2020-08-02,2.0
E08000032,2020-08-02,54.0
E08000033,2020-08-02,7.0
E08000034,2020-08-02,14.0
E06000006,2020-08-03,2.0
E06000007,2020-08-03,0.0
E06000008,2020-08-03,16.0
E06000009,2020-08-03,3.0
E06000049,2020-08-03,5.0
E06000050,2020-08-03,6.0
E07000027,2020-08-03,0.0
E07000029,2020-08-03,0.0
E07000031,2020-08-03,5.0
E07000037,2020-08-03,2.0
E07000117,2020-08-03,13.0
E07000118,2020-08-03,1.0
E07000119,2020-08-03,2.0
E07000120,2020-08-03,3.0
E07000121,2020-08-03,4.0
E07000122,2020-08-03,29.0
E07000123,2020-08-03,4.0
E07000124,2020-08-03,1.0
E07000125,2020-08-03,0.0
E07000126,2020-08-03,6.0
E07000127,2020-08-03,6.0
E07000128,2020-08-03,2.0
E07000163,2020-08-03,0.0
E07000165,2020-08-03,0.0
E07000166,2020-08-03,0.0
E08000001,2020-08-03,19.0
E08000002,2020-08-03,5.0
E08000003,2020-08-03,26.0
E08000004,2020-08-03,31.0
E08000005,2020-08-03,9.0
E08000006,2020-08-03,12.0
E08000007,2020-08-03,5.0
E08000008,2020-08-03,8.0
E08000009,2020-08-03,8.0
E08000010,2020-08-03,2.0
E08000011,2020-08-03,3.0
E08000012,2020-08-03,10.0
E08000013,2020-08-03,1.0
E08000014,2020-08-03,2.0
E08000015,2020-08-03,2.0
E08000032,2020-08-03,39.0
E08000033,2020-08-03,33.0
E08000034,2020-08-03,26.0
E06000006,2020-08-04,4.0
E06000007,2020-08-04,2.0
E06000008,2020-08-04,18.0
E06000009,2020-08-04,3.0
E06000049,2020-08-04,5.0
E06000050,2020-08-04,1.0
E07000027,2020-08-04,0.0
E07000029,2020-08-04,1.0
E07000031,2020-08-04,0.0
E07000037,2020-08-04,3.0
E07000117,2020-08-04,4.0
E07000118,2020-08-04,0.0
E07000119,2020-08-04,1.0
E07000120,2020-08-04,4.0
E07000121,2020-08-04,0.0
E07000122,2020-08-04,14.0
E07000123,2020-08-04,8.0
E07000124,2020-08-04,1.0
E07000125,2020-08-04,0.0
E07000126,2020-08-04,4.0
E07000127,2020-08-04,2.0
E07000128,2020-08-04,0.0
E07000163,2020-08-04,0.0
E07000165,2020-08-04,1.0
E07000166,2020-08-04,0.0
E08000001,2020-08-04,11.0
E08000002,2020-08-04,14.0
E08000003,2020-08-04,25.0
E08000004,2020-08-04,37.0
E08000005,2020-08-04,14.0
E08000006,2020-08-04,10.0
E08000007,2020-08-04,6.0
E08000008,2020-08-04,12.0
E08000009,2020-08-04,5.0
E08000010,2020-08-04,2.0
E08000011,2020-08-04,7.0
E08000012,2020-08-04,10.0
E08000013,2020-08-04,1.0
E08000014,2020-08-04,5.0
E08000015,2020-08-04,2.0
E08000032,2020-08-04,46.0
E08000033,2020-08-04,11.0
E08000034,2020-08-04,17.0
E06000006,2020-08-05,2.0
E06000007,2020-08-05,6.0
E06000008,2020-08-05,13.0
E06000009,2020-08-05,1.0
E06000049,2020-08-05,4.0
E06000050,2020-08-05,2.0
E07000027,2020-08-05,0.0
E07000029,2020-08-05,1.0
E07000031,2020-08-05,1.0
E07000037,2020-08-05,0.0
E07000117,2020-08-05,6.0
E07000118,2020-08-05,3.0
E07000119,2020-08-05,1.0
E07000120,2020-08-05,6.0
E07000121,2020-08-05,3.0
E07000122,2020-08-05,17.0
E07000123,2020-08-05,16.0
E07000124,2020-08-05,2.0
E07000125,2020-08-05,0.0
E07000126,2020-08-05,1.0
E07000127,2020-08-05,3.0
E07000128,2020-08-05,1.0
E07000163,2020-08-05,0.0
E07000165,2020-08-05,0.0
E07000166,2020-08-05,0.0
E08000001,2020-08-05,13.0
E08000002,2020-08-05,15.0
E08000003,2020-08-05,31.0
E08000004,2020-08-05,27.0
E08000005,2020-08-05,11.0
E08000006,2020-08-05,11.0
E08000007,2020-08-05,15.0
E08000008,2020-08-05,16.0
E08000009,2020-08-05,13.0
E08000010,2020-08-05,4.0
E08000011,2020-08-05,2.0
E08000012,2020-08-05,7.0
E08000013,2020-08-05,9.0
E08000014,2020-08-05,2.0
E08000015,2020-08-05,1.0
E08000032,2020-08-05,46.0
E08000033,2020-08-05,10.0
E08000034,2020-08-05,10.0
E06000006,2020-08-06,1.0
E06000007,2020-08-06,3.0
E06000008,2020-08-06,11.0
E06000009,2020-08-06,3.0
E06000049,2020-08-06,5.0
E06000050,2020-08-06,2.0
E07000027,2020-08-06,0.0
E07000029,2020-08-06,1.0
E07000031,2020-08-06,2.0
E07000037,2020-08-06,4.0
E07000117,2020-08-06,2.0
E07000118,2020-08-06,0.0
E07000119,2020-08-06,0.0
E07000120,2020-08-06,2.0
E07000121,2020-08-06,1.0
E07000122,2020-08-06,17.0
E07000123,2020-08-06,11.0
E07000124,2020-08-06,0.0
E07000125,2020-08-06,0.0
E07000126,2020-08-06,2.0
E07000127,2020-08-06,0.0
E07000128,2020-08-06,1.0
E07000163,2020-08-06,0.0
E07000165,2020-08-06,3.0
E07000166,2020-08-06,1.0
E08000001,2020-08-06,8.0
E08000002,2020-08-06,3.0
E08000003,2020-08-06,23.0
E08000004,2020-08-06,31.0
E08000005,2020-08-06,9.0
E08000006,2020-08-06,5.0
E08000007,2020-08-06,8.0
E08000008,2020-08-06,11.0
E08000009,2020-08-06,4.0
E08000010,2020-08-06,4.0
E08000011,2020-08-06,1.0
E08000012,2020-08-06,11.0
E08000013,2020-08-06,4.0
E08000014,2020-08-06,4.0
E08000015,2020-08-06,2.0
E08000032,2020-08-06,50.0
E08000033,2020-08-06,12.0
E08000034,2020-08-06,29.0
E06000006,2020-08-07,2.0
E06000007,2020-08-07,4.0
E06000008,2020-08-07,16.0
E06000009,2020-08-07,4.0
E06000049,2020-08-07,2.0
E06000050,2020-08-07,7.0
E07000027,2020-08-07,0.0
E07000029,2020-08-07,0.0
E07000031,2020-08-07,0.0
E07000037,2020-08-07,1.0
E07000117,2020-08-07,10.0
E07000118,2020-08-07,4.0
E07000119,2020-08-07,0.0
E07000120,2020-08-07,2.0
E07000121,2020-08-07,1.0
E07000122,2020-08-07,11.0
E07000123,2020-08-07,7.0
E07000124,2020-08-07,1.0
E07000125,2020-08-07,2.0
E07000126,2020-08-07,2.0
E07000127,2020-08-07,1.0
E07000128,2020-08-07,1.0
E07000163,2020-08-07,0.0
E07000165,2020-08-07,0.0
E07000166,2020-08-07,1.0
E08000001,2020-08-07,11.0
E08000002,2020-08-07,6.0
E08000003,2020-08-07,42.0
E08000004,2020-08-07,28.0
E08000005,2020-08-07,12.0
E08000006,2020-08-07,17.0
E08000007,2020-08-07,16.0
E08000008,2020-08-07,16.0
E08000009,2020-08-07,10.0
E08000010,2020-08-07,4.0
E08000011,2020-08-07,4.0
E08000012,2020-08-07,4.0
E08000013,2020-08-07,1.0
E08000014,2020-08-07,0.0
E08000015,2020-08-07,2.0
E08000032,2020-08-07,47.0
E08000033,2020-08-07,10.0
E08000034,2020-08-07,19.0
E06000006,2020-08-08,1.0
E06000007,2020-08-08,10.0
E06000008,2020-08-08,20.0
E06000009,2020-08-08,1.0
E06000049,2020-08-08,3.0
E06000050,2020-08-08,2.0
E07000027,2020-08-08,0.0
E07000029,2020-08-08,4.0
E07000031,2020-08-08,0.0
E07000037,2020-08-08,0.0
E07000117,2020-08-08,2.0
E07000118,2020-08-08,0.0
E07000119,2020-08-08,1.0
E07000120,2020-08-08,2.0
E07000121,2020-08-08,0.0
E07000122,2020-08-08,11.0
E07000123,2020-08-08,8.0
E07000124,2020-08-08,1.0
E07000125,2020-08-08,2.0
E07000126,2020-08-08,1.0
E07000127,2020-08-08,0.0
E07000128,2020-08-08,1.0
E07000163,2020-08-08,1.0
E07000165,2020-08-08,0.0
E07000166,2020-08-08,1.0
E08000001,2020-08-08,10.0
E08000002,2020-08-08,2.0
E08000003,2020-08-08,21.0
E08000004,2020-08-08,26.0
E08000005,2020-08-08,19.0
E08000006,2020-08-08,5.0
E08000007,2020-08-08,16.0
E08000008,2020-08-08,16.0
E08000009,2020-08-08,5.0
E08000010,2020-08-08,2.0
E08000011,2020-08-08,2.0
E08000012,2020-08-08,8.0
E08000013,2020-08-08,6.0
E08000014,2020-08-08,2.0
E08000015,2020-08-08,2.0
E08000032,2020-08-08,26.0
E08000033,2020-08-08,6.0
E08000034,2020-08-08,6.0
E06000006,2020-08-09,1.0
E06000007,2020-08-09,7.0
E06000008,2020-08-09,9.0
E06000009,2020-08-09,0.0
E06000049,2020-08-09,3.0
E06000050,2020-08-09,4.0
E07000027,2020-08-09,0.0
E07000029,2020-08-09,2.0
E07000031,2020-08-09,0.0
E07000037,2020-08-09,2.0
E07000117,2020-08-09,2.0
E07000118,2020-08-09,0.0
E07000119,2020-08-09,0.0
E07000120,2020-08-09,3.0
E07000121,2020-08-09,0.0
E07000122,2020-08-09,7.0
E07000123,2020-08-09,12.0
E07000124,2020-08-09,0.0
E07000125,2020-08-09,2.0
E07000126,2020-08-09,0.0
E07000127,2020-08-09,4.0
E07000128,2020-08-09,0.0
E07000163,2020-08-09,0.0
E07000165,2020-08-09,1.0
E07000166,2020-08-09,1.0
E08000001,2020-08-09,9.0
E08000002,2020-08-09,5.0
E08000003,2020-08-09,33.0
E08000004,2020-08-09,64.0
E08000005,2020-08-09,18.0
E08000006,2020-08-09,6.0
E08000007,2020-08-09,8.0
E08000008,2020-08-09,6.0
E08000009,2020-08-09,11.0
E08000010,2020-08-09,4.0
E08000011,2020-08-09,3.0
E08000012,2020-08-09,5.0
E08000013,2020-08-09,3.0
E08000014,2020-08-09,4.0
E08000015,2020-08-09,1.0
E08000032,2020-08-09,52.0
E08000033,2020-08-09,12.0
E08000034,2020-08-09,25.0
E06000006,2020-08-10,0.0
E06000007,2020-08-10,6.0
E06000008,2020-08-10,30.0
E06000009,2020-08-10,2.0
E06000049,2020-08-10,3.0
E06000050,2020-08-10,1.0
E07000027,2020-08-10,0.0
E07000029,2020-08-10,0.0
E07000031,2020-08-10,1.0
E07000037,2020-08-10,1.0
E07000117,2020-08-10,24.0
E07000118,2020-08-10,5.0
E07000119,2020-08-10,3.0
E07000120,2020-08-10,4.0
E07000121,2020-08-10,2.0
E07000122,2020-08-10,15.0
E07000123,2020-08-10,6.0
E07000124,2020-08-10,1.0
E07000125,2020-08-10,2.0
E07000126,2020-08-10,0.0
E07000127,2020-08-10,1.0
E07000128,2020-08-10,2.0
E07000163,2020-08-10,0.0
E07000165,2020-08-10,3.0
E07000166,2020-08-10,1.0
E08000001,2020-08-10,21.0
E08000002,2020-08-10,5.0
E08000003,2020-08-10,36.0
E08000004,2020-08-10,45.0
E08000005,2020-08-10,16.0
E08000006,2020-08-10,25.0
E08000007,2020-08-10,6.0
E08000008,2020-08-10,7.0
E08000009,2020-08-10,10.0
E08000010,2020-08-10,4.0
E08000011,2020-08-10,4.0
E08000012,2020-08-10,12.0
E08000013,2020-08-10,2.0
E08000014,2020-08-10,2.0
E08000015,2020-08-10,2.0
E08000032,2020-08-10,48.0
E08000033,2020-08-10,19.0
E08000034,2020-08-10,19.0
E06000006,2020-08-11,3.0
E06000007,2020-08-11,2.0
E06000008,2020-08-11,21.0
E06000009,2020-08-11,1.0
E06000049,2020-08-11,4.0
E06000050,2020-08-11,4.0
E07000027,2020-08-11,0.0
E07000029,2020-08-11,1.0
E07000031,2020-08-11,0.0
E07000037,2020-08-11,1.0
E07000117,2020-08-11,5.0
E07000118,2020-08-11,1.0
E07000119,2020-08-11,0.0
E07000120,2020-08-11,8.0
E07000121,2020-08-11,2.0
E07000122,2020-08-11,16.0
E07000123,2020-08-11,12.0
E07000124,2020-08-11,0.0
E07000125,2020-08-11,1.0
E07000126,2020-08-11,1.0
E07000127,2020-08-11,3.0
E07000128,2020-08-11,0.0
E07000163,2020-08-11,1.0
E07000165,2020-08-11,0.0
E07000166,2020-08-11,1.0
E08000001,2020-08-11,8.0
E08000002,2020-08-11,11.0
E08000003,2020-08-11,56.0
E08000004,2020-08-11,36.0
E08000005,2020-08-11,13.0
E08000006,2020-08-11,17.0
E08000007,2020-08-11,12.0
E08000008,2020-08-11,14.0
E08000009,2020-08-11,13.0
E08000010,2020-08-11,7.0
E08000011,2020-08-11,2.0
E08000012,2020-08-11,12.0
E08000013,2020-08-11,3.0
E08000014,2020-08-11,5.0
E08000015,2020-08-11,3.0
E08000032,2020-08-11,55.0
E08000033,2020-08-11,14.0
E08000034,2020-08-11,38.0
E06000006,2020-08-12,0.0
E06000007,2020-08-12,2.0
E06000008,2020-08-12,31.0
E06000009,2020-08-12,5.0
E06000049,2020-08-12,5.0
E06000050,2020-08-12,0.0
E07000027,2020-08-12,2.0
E07000029,2020-08-12,1.0
E07000031,2020-08-12,2.0
E07000037,2020-08-12,1.0
E07000117,2020-08-12,10.0
E07000118,2020-08-12,1.0
E07000119,2020-08-12,1.0
E07000120,2020-08-12,4.0
E07000121,2020-08-12,1.0
E07000122,2020-08-12,15.0
E07000123,2020-08-12,14.0
E07000124,2020-08-12,0.0
E07000125,2020-08-12,0.0
E07000126,2020-08-12,1.0
E07000127,2020-08-12,2.0
E07000128,2020-08-12,4.0
E07000163,2020-08-12,2.0
E07000165,2020-08-12,2.0
E07000166,2020-08-12,0.0
E08000001,2020-08-12,11.0
E08000002,2020-08-12,9.0
E08000003,2020-08-12,35.0
E08000004,2020-08-12,27.0
E08000005,2020-08-12,17.0
E08000006,2020-08-12,13.0
E08000007,2020-08-12,15.0
E08000008,2020-08-12,10.0
E08000009,2020-08-12,7.0
E08000010,2020-08-12,4.0
E08000011,2020-08-12,0.0
E08000012,2020-08-12,11.0
E08000013,2020-08-12,2.0
E08000014,2020-08-12,5.0
E08000015,2020-08-12,3.0
E08000032,2020-08-12,40.0
E08000033,2020-08-12,13.0
E08000034,2020-08-12,25.0
E06000006,2020-08-13,3.0
E06000007,2020-08-13,2.0
E06000008,2020-08-13,19.0
E06000009,2020-08-13,3.0
E06000049,2020-08-13,10.0
E06000050,2020-08-13,1.0
E07000027,2020-08-13,1.0
E07000029,2020-08-13,1.0
E07000031,2020-08-13,6.0
E07000037,2020-08-13,0.0
E07000117,2020-08-13,0.0
E07000118,2020-08-13,0.0
E07000119,2020-08-13,2.0
E07000120,2020-08-13,10.0
E07000121,2020-08-13,0.0
E07000122,2020-08-13,15.0
E07000123,2020-08-13,4.0
E07000124,2020-08-13,3.0
E07000125,2020-08-13,1.0
E07000126,2020-08-13,1.0
E07000127,2020-08-13,1.0
E07000128,2020-08-13,1.0
E07000163,2020-08-13,2.0
E07000165,2020-08-13,4.0
E07000166,2020-08-13,0.0
E08000001,2020-08-13,18.0
E08000002,2020-08-13,14.0
E08000003,2020-08-13,43.0
E08000004,2020-08-13,35.0
E08000005,2020-08-13,14.0
E08000006,2020-08-13,13.0
E08000007,2020-08-13,7.0
E08000008,2020-08-13,8.0
E08000009,2020-08-13,11.0
E08000010,2020-08-13,11.0
E08000011,2020-08-13,3.0
E08000012,2020-08-13,7.0
E08000013,2020-08-13,1.0
E08000014,2020-08-13,5.0
E08000015,2020-08-13,3.0
E08000032,2020-08-13,41.0
E08000033,2020-08-13,12.0
E08000034,2020-08-13,23.0
E06000006,2020-08-14,3.0
E06000007,2020-08-14,2.0
E06000008,2020-08-14,14.0
E06000009,2020-08-14,3.0
E06000049,2020-08-14,3.0
E06000050,2020-08-14,3.0
E07000027,2020-08-14,0.0
E07000029,2020-08-14,0.0
E07000031,2020-08-14,0.0
E07000037,2020-08-14,0.0
E07000117,2020-08-14,3.0
E07000118,2020-08-14,3.0
E07000119,2020-08-14,2.0
E07000120,2020-08-14,4.0
E07000121,2020-08-14,0.0
E07000122,2020-08-14,5.0
E07000123,2020-08-14,7.0
E07000124,2020-08-14,0.0
E07000125,2020-08-14,0.0
E07000126,2020-08-14,5.0
E07000127,2020-08-14,0.0
E07000128,2020-08-14,2.0
E07000163,2020-08-14,6.0
E07000165,2020-08-14,2.0
E07000166,2020-08-14,0.0
E08000001,2020-08-14,6.0
E08000002,2020-08-14,6.0
E08000003,2020-08-14,24.0
E08000004,2020-08-14,16.0
E08000005,2020-08-14,5.0
E08000006,2020-08-14,6.0
E08000007,2020-08-14,5.0
E08000008,2020-08-14,9.0
E08000009,2020-08-14,9.0
E08000010,2020-08-14,0.0
E08000011,2020-08-14,3.0
E08000012,2020-08-14,7.0
E08000013,2020-08-14,4.0
E08000014,2020-08-14,9.0
E08000015,2020-08-14,3.0
E08000032,2020-08-14,40.0
E08000033,2020-08-14,14.0
E08000034,2020-08-14,24.0
E06000006,2020-08-15,0.0
E06000007,2020-08-15,2.0
E06000008,2020-08-15,7.0
E06000009,2020-08-15,1.0
E06000049,2020-08-15,8.0
E06000050,2020-08-15,2.0
E07000027,2020-08-15,0.0
E07000029,2020-08-15,0.0
E07000031,2020-08-15,0.0
E07000037,2020-08-15,1.0
E07000117,2020-08-15,4.0
E07000118,2020-08-15,2.0
E07000119,2020-08-15,1.0
E07000120,2020-08-15,1.0
E07000121,2020-08-15,0.0
E07000122,2020-08-15,7.0
E07000123,2020-08-15,4.0
E07000124,2020-08-15,1.0
E07000125,2020-08-15,0.0
E07000126,2020-08-15,0.0
E07000127,2020-08-15,1.0
E07000128,2020-08-15,2.0
E07000163,2020-08-15,3.0
E07000165,2020-08-15,2.0
E07000166,2020-08-15,2.0
E08000001,2020-08-15,5.0
E08000002,2020-08-15,9.0
E08000003,2020-08-15,37.0
E08000004,2020-08-15,12.0
E08000005,2020-08-15,10.0
E08000006,2020-08-15,10.0
E08000007,2020-08-15,10.0
E08000008,2020-08-15,7.0
E08000009,2020-08-15,8.0
E08000010,2020-08-15,3.0
E08000011,2020-08-15,0.0
E08000012,2020-08-15,8.0
E08000013,2020-08-15,1.0
E08000014,2020-08-15,2.0
E08000015,2020-08-15,2.0
E08000032,2020-08-15,38.0
